"year","comuna_datachile_id","hs_reduc","comuna_name","Descripcion","fob_value_usd"
2016,331,"28","Valparaiso","Productos quimicos inorganicos",537553.5
2016,339,"28","Vina del Mar","Productos quimicos inorganicos",171913.8
2016,22,"38","Calera","Productos quimicos n.c.o.p.",43144
2016,64,"38","Concepcion","Productos quimicos n.c.o.p.",107001.47
2016,70,"38","Coronel","Productos quimicos n.c.o.p.",1051687.5
2016,210,"38","Penco","Productos quimicos n.c.o.p.",157.56
2016,279,"38","San Antonio","Productos quimicos n.c.o.p.",100
2016,298,"38","San Pedro de la Paz","Productos quimicos n.c.o.p.",1103.27
2016,331,"38","Valparaiso","Productos quimicos n.c.o.p.",87738.33
2016,339,"38","Vina del Mar","Productos quimicos n.c.o.p.",310709.71
2016,22,"29","Calera","Productos quimicos organicos",25200
2016,31,"29","Casablanca","Productos quimicos organicos",196.65
2016,70,"29","Coronel","Productos quimicos organicos",55339.8
2016,279,"29","San Antonio","Productos quimicos organicos",24975
2016,312,"29","Talcahuano","Productos quimicos organicos",82389.5
2016,331,"29","Valparaiso","Productos quimicos organicos",199791.81
2016,339,"29","Vina del Mar","Productos quimicos organicos",258747.88
2016,306,"47","Santa Maria","Pulpa de madera u otro material celulosico fibroso",236145.96
2016,331,"47","Valparaiso","Pulpa de madera u otro material celulosico fibroso",189156.5
2016,1,"84","Algarrobo","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",72000
2016,11,"84","Arauco","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",25000
2016,16,"84","Cabildo","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",24500
2016,22,"84","Calera","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",17500
2016,31,"84","Casablanca","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",43454.65
2016,43,"84","Chillan","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",17160.48
2016,44,"84","Chillan Viejo","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",493498.1
2016,63,"84","Con Con","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",10724599.55
2016,64,"84","Concepcion","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",233702.74
2016,70,"84","Coronel","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",1641346.36
2016,86,"84","El Quisco","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",6634.96
2016,103,"84","Hijuelas","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",15766.37
2016,106,"84","Hualpen","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",15648.65
2016,123,"84","La Ligua","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",48612
2016,151,"84","Los Andes","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",10484
2016,152,"84","Los angeles","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",253805.56
2016,183,"84","Nogales","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",8852
2016,201,"84","Panquehue","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",1747.46
2016,208,"84","Pemuco","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",3068
2016,210,"84","Penco","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",70549
2016,252,"84","Quillota","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",142893.21
2016,257,"84","Quintero","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",11156.99
2016,279,"84","San Antonio","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",117385.47
2016,285,"84","San Felipe","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",71885.94
2016,298,"84","San Pedro de la Paz","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",158449.81
2016,312,"84","Talcahuano","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",728638.55
2016,331,"84","Valparaiso","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",546848.72
2016,339,"84","Vina del Mar","Reactores nucleares, calderas, maquinaria y aparatos mecanicos",3079424.96
2016,22,"25","Calera","Sal",74
2016,64,"25","Concepcion","Sal",22132.5
2016,70,"25","Coronel","Sal",76672.86
2016,210,"25","Penco","Sal",11177.4
2016,312,"25","Talcahuano","Sal",431.62
2016,331,"25","Valparaiso","Sal",179573.18
2016,339,"25","Vina del Mar","Sal",11250
2016,15,"12","Bulnes","Semillas y frutos oleaginosos",12237163.88
2016,18,"12","Cabrero","Semillas y frutos oleaginosos",27500
2016,30,"12","Cartagena","Semillas y frutos oleaginosos",18770.01
2016,31,"12","Casablanca","Semillas y frutos oleaginosos",331281.36
2016,41,"12","Chiguayante","Semillas y frutos oleaginosos",926354.63
2016,44,"12","Chillan Viejo","Semillas y frutos oleaginosos",1464535.15
2016,64,"12","Concepcion","Semillas y frutos oleaginosos",8277514.99
2016,70,"12","Coronel","Semillas y frutos oleaginosos",962520
2016,103,"12","Hijuelas","Semillas y frutos oleaginosos",2389153.35
2016,107,"12","Hualqui","Semillas y frutos oleaginosos",2298322.06
2016,118,"12","La Cruz","Semillas y frutos oleaginosos",135128.3
2016,151,"12","Los Andes","Semillas y frutos oleaginosos",192848.94
2016,152,"12","Los angeles","Semillas y frutos oleaginosos",7659473.98
2016,157,"12","Lota","Semillas y frutos oleaginosos",22772.34
2016,183,"12","Nogales","Semillas y frutos oleaginosos",20580906.38
2016,208,"12","Pemuco","Semillas y frutos oleaginosos",159942.88
2016,242,"12","Putaendo","Semillas y frutos oleaginosos",63791.15
2016,252,"12","Quillota","Semillas y frutos oleaginosos",3702220.13
2016,257,"12","Quintero","Semillas y frutos oleaginosos",52911.15
2016,312,"12","Talcahuano","Semillas y frutos oleaginosos",414419
2016,331,"12","Valparaiso","Semillas y frutos oleaginosos",696341.74
2016,339,"12","Vina del Mar","Semillas y frutos oleaginosos",6881837.81
2016,31,"35","Casablanca","Sustancias albuminoideas",3564.97
2016,63,"35","Con Con","Sustancias albuminoideas",2285
2016,151,"35","Los Andes","Sustancias albuminoideas",23100
2016,339,"35","Vina del Mar","Sustancias albuminoideas",36470.2
2016,31,"24","Casablanca","Tabaco y sucedaneos del tabaco elaborados",98253121.57
2016,31,"59","Casablanca","Tejidos textiles",10808
2016,63,"59","Con Con","Tejidos textiles",122188.55
2016,64,"59","Concepcion","Tejidos textiles",147021.42
2016,339,"59","Vina del Mar","Tejidos textiles",2305.78
2016,331,"58","Valparaiso","Telas",1553.47
2016,331,"60","Valparaiso","Telas",4283.5
2016,339,"58","Vina del Mar","Telas",535.34
2016,22,"63","Calera","Textiles, articulos confeccionados",272822.97
2016,323,"63","Tome","Textiles, articulos confeccionados",8506.65
2016,331,"63","Valparaiso","Textiles, articulos confeccionados",24
2016,339,"63","Vina del Mar","Textiles, articulos confeccionados",27764.32
2016,28,"87","Canete","Vehiculos",8000
2016,44,"87","Chillan Viejo","Vehiculos",55922.16
2016,63,"87","Con Con","Vehiculos",210044.1
2016,64,"87","Concepcion","Vehiculos",18971.27
2016,151,"87","Los Andes","Vehiculos",107339282.57
2016,152,"87","Los angeles","Vehiculos",8578.03
2016,252,"87","Quillota","Vehiculos",8018.07
2016,257,"87","Quintero","Vehiculos",148895
2016,279,"87","San Antonio","Vehiculos",294.9
2016,298,"87","San Pedro de la Paz","Vehiculos",10387.95
2016,331,"87","Valparaiso","Vehiculos",16200
2016,339,"87","Vina del Mar","Vehiculos",32576.02
2016,210,"70","Penco","Vidrio y cristaleria",4422460.78
2016,252,"70","Quillota","Vidrio y cristaleria",4438
2016,285,"70","San Felipe","Vidrio y cristaleria",18695.87
2016,339,"70","Vina del Mar","Vidrio y cristaleria",2159.68
